search,title,card_name,condition,price,shipping,total_price,mkt_price,cond_price,value_score,cond_value,bid_count,time_listed,time_left,buy_it_now,best_offer,url
B2-R,VENOMOTH 31/130 Base Set 2 Non-Holo Rare Pokémon Card LP,Venomoth,LP,3.00,,3.00,3.31,2.316999999999999853006471540,9.365558912386706948640483380,-29.47777298230471257332529470,,2021-09-28 16:34:00,,,,https://www.ebay.com/itm/393600691244?hash=item5ba46dec2c:g:ZUQAAOSwraJhU4nV
GC-H,Pokemon Erika's Venusaur Holo x1 NM 4/132 Gym Challenge,Erika's Venusaur,NM,69.99,,69.99,100.4,80.32000000000000445865566689,30.28884462151394422310756972,12.86105577689243511606757305,,2021-09-28 16:26:00,,,,https://www.ebay.com/itm/185077317892?hash=item2b1777c104:g:CwEAAOSw-~hhU4hR
N1-L,Neo Genesis Lugia - 9/111 - Holo Rare - Unlimited Edition Heavily Played English,Lugia,HP,70.00,3.33,73.33,360.22,180.110,79.64299594692132585642107601,59.28599189384265171284215202,,2021-09-28 14:52:00,,,,https://www.ebay.com/itm/234208441486?hash=item3687e9348e:g:z0sAAOSwjw9hU3Jy
N2-H,Kabutops Neo Discovery Holo  6/75 NM- Lightly Played,Kabutops,LP,34.80,,34.80,34.87,24.40899999999999845146092525,0.2007456266131344995698308000,-42.57036339055267404546595975,,2021-09-28 13:52:00,,,,https://www.ebay.com/itm/234208378866?hash=item3687e83ff2:g:-s8AAOSw1uhhU2Q-
N2-H,Scizor 10/75 Neo Discovery Holo Pokemon Card LP,Scizor,LP,17.95,,17.95,39.88,27.91599999999999822897223112,54.98996990972918756268806419,35.69995701389883529598933699,,2021-09-28 11:43:00,,,,https://www.ebay.com/itm/393600372533?hash=item5ba4690f35:g:1JAAAOSwUs5hUzTN
N4-H,Dark Espeon 4/105 Neo Destiny Holo Rare Pokémon Card WOTC LP  *SWIRL*,Dark Espeon,LP,79.95,4.40,84.35,182.56,127.7919999999999918927073850,53.79601226993865030674846626,33.99430324276949625072384916,,2021-09-28 10:00:00,,,,https://www.ebay.com/itm/393600253190?hash=item5ba4673d06:g:68kAAOSwBothUy2I
GC-H,Pokémon TCG Giovanni's Gyarados Gym Challenge 5 Holo Unlimited Holo Rare,Giovanni's Gyarados,,29.99,,29.99,56.36,22.54400000000000125144339336,46.78850248403122782114975160,-33.02874378992192306254690637,,2021-09-28 09:50:00,,,,https://www.ebay.com/itm/384417473709?epid=14043372157&hash=item59811124ad:g:e3MAAOSwEV1hID9-
N4-H,Dark Ampharos 1/105 Neo Destiny Rare Holo Pokemon Card,Dark Ampharos,,37.39,15.70,53.09,68.86,27.54400000000000152899914951,22.90153935521347661922741795,-92.74615161196629775237068378,,2021-09-28 08:16:00,,,,https://www.ebay.com/itm/234208029138?hash=item3687e2e9d2:g:k4oAAOSwFkhhUww9
B2-R,Dragonair 22/130 Rare Pokemon TCG Card Base Set 2 LP/MP  -G92,Dragonair,MP,4.51,,4.51,6.3,3.779999999999999860111898897,28.41269841269841269841269841,-19.31216931216931658474941893,,2021-09-28 08:11:00,,,,https://www.ebay.com/itm/154629861010?hash=item2400a86e92:g:SFMAAOSwgVphUxSg
GC-H,Misty's Golduck 12/132 Pokemon TCG Gym Challenge Unlimited Holo Moderate Play,Misty's Golduck,MP,20.00,,20.00,29.89,17.93399999999999933630867588,33.08798929407828705252592840,-11.52001784320285903952650319,,2021-09-28 07:30:00,,,,https://www.ebay.com/itm/393600051266?hash=item5ba4642842:g:1okAAOSwvf1hUjid
N4-R,Light Dragonair 22/105 Pokemon TCG Neo Destiny Unlimited Rare Light Play,Light Dragonair,LP,16.00,,16.00,18.16,12.71199999999999919353399491,11.89427312775330396475770925,-25.86532410320957374969360517,,2021-09-28 07:30:00,,,,https://www.ebay.com/itm/393600051264?hash=item5ba4642840:g:s84AAOSwvgFhUjeO
GH-T,Misty 18/132 Pokemon TCG Gym Heroes Unlimited Holo Rare Light Play,Misty,LP,25.00,,25.00,27.7,19.38999999999999876987288872,9.747292418772563176895306860,-28.93243940175348935550743845,,2021-09-28 07:30:00,,,,https://www.ebay.com/itm/393600051255?hash=item5ba4642837:g:XLwAAOSwnAdhUgTD
N4-H,Pokemon Neo Destiny 1st Edition Light Arcanine 12/105 (PLAYED WITH),Light Arcanine,,93.59,3.99,97.58,160.94,64.37600000000000357358587166,39.36870883559090344227662483,-51.57822791102273298002650500,,2021-09-27 17:22:00,,,,https://www.ebay.com/itm/185075776619?hash=item2b17603c6b:g:~voAAOSw30dhUkPF
N2-H,Scizor 10/75 Neo Discovery Holo Vintage Pokemon Card - Played With,Scizor,,19.79,0.99,20.78,39.88,15.95200000000000088551388444,47.89368104312938816449348044,-30.26579739217652235756191961,,2021-09-27 17:10:00,,,,https://www.ebay.com/itm/174956042987?hash=item28bc315aeb:g:0NUAAOSwvxNhUkFd
N2-H,Forretress Unlim Holo 2/75 Neo Discovery Pokemon Card 2001 Ex/Nm,Forretress,NM,9.90,4.60,14.50,17.27,13.81600000000000076694206541,16.03937463810075275043427910,-4.950781702374053236018436218,,2021-09-27 15:15:00,,,,https://www.ebay.com/itm/203629429140?hash=item2f69428194:g:rnIAAOSwjpFhUiYx
N1-L,POKEMON Lugia (9/111) [Neo Genesis] Damaged,Lugia,DMG,80.92,2.02,82.94,360.22,144.0880000000000079984907586,76.97518183332407972905446671,42.43795458331020251797157509,,2021-09-27 14:53:00,,,,https://www.ebay.com/itm/324805680261?hash=item4b9fed5c85:g:01QAAOSw2GRhUiEc
N3-H,Ampharos - 1/64 Neo Revelation Unlimited Holo Rare with SWIRL Pokemon - MP,Ampharos,MP,19.99,,19.99,35.3,21.17999999999999921618254461,43.37110481586402266288951841,5.618508026440034278665681085,,2021-09-27 11:13:00,,,,https://www.ebay.com/itm/363557551289?hash=item54a5b7fcb9:g:9~sAAOSwdodhUe3M
N1-L,Lugia Holo | Neo Genesis | Lightly Used - | deutsch | Pokemon Card,Lugia,,78.60,5.18,83.78,360.22,144.0880000000000079984907586,76.74199100549664094164677142,41.85497751374160558181406512,,2021-09-27 11:04:00,,,,https://www.ebay.com/itm/274964302448?hash=item4005264a70:g:VGAAAOSwK5ZhQy1Z
N1-L,2000 lugia neo genesis 9/111 holo hard play,Lugia,,69.99,5.99,75.98,360.22,144.0880000000000079984907586,78.90733440675142968186108489,47.26833601687857713184808627,,2021-09-27 10:22:00,,,,https://www.ebay.com/itm/294423585796?hash=item448d036404:g:0iEAAOSwwyhhUeFN
N3-R,Raichu 21/64 Rare Unlimited - Neo Revelation Pokemon TCG WOTC NM/M,Raichu,NM,5.99,,5.99,6.16,4.928000000000000273558953268,2.759740259740259740259740260,-21.55032467532466857727686941,,2021-09-26 21:55:00,,,,https://www.ebay.com/itm/124921598504?hash=item1d15e85228:g:WRoAAOSw5LZhUTIE
B2-R,Dratini 94/149 & Dragonair 95/149 Sun & Moon Base Set 2 Pokemon Card Lot,Dragonair,,3.19,1.00,4.19,6.3,2.520000000000000139888101103,33.49206349206349206349206349,-66.26984126984126061143953733,,2021-09-26 12:00:00,,,,https://www.ebay.com/itm/165093269398?hash=item2670535f96:g:HSsAAOSwsxNhUKap
GH-R,Gym Heroes Rare - Sabrina's Venomoth 34/132 - Pokemon 1999 WOTC - NM Near Mint,Sabrina's Venomoth,NM,5.00,,5.00,5.83,4.664000000000000258904009343,14.23670668953687821612349914,-7.204116638078896278821694753,,2021-09-25 17:56:00,,,,https://www.ebay.com/itm/353692416200?hash=item5259b5f8c8:g:bdYAAOSwanNhG0tE
N1-L,Lugia 9/111 HP Played Neo Genesis Holofoil Rare Holo ,Lugia,HP,89.00,4.45,93.45,360.22,180.110,74.05752040419743490089389817,48.11504080839486980178779635,,2021-09-25 12:56:00,,,,https://www.ebay.com/itm/294419231157?hash=item448cc0f1b5:g:4SwAAOSwvrxhTjra
N3-H,Raikou 13/64 Pokemon TCG Neo Revelation Unlimited Holo Rare Light Play,Raikou,LP,64.99,,64.99,84.14,58.89799999999999626343338832,22.75968623722367482766817209,-10.34330537539475724651279650,,2021-09-25 09:09:00,,,,https://www.ebay.com/itm/393595550794?hash=item5ba41f7c4a:g:25cAAOSwodlhThL7
N1-L,"Lugia Neo Genesis 9/111 Holo Rare Pokemon Card, HP w/ Small Crease",Lugia,HP,100.00,4.45,104.45,360.22,180.110,71.00383099217145078007884071,42.00766198434290156015768142,,2021-09-24 23:05:00,,,,https://www.ebay.com/itm/174952595612?hash=item28bbfcc09c:g:eAAAAOSwnKFhTpRY
N4-H,Dark Porygon2 Pokemon Neo Destiny #008/105 Holo Holographic CGC 5.5 EX+,Dark Porygon2,Graded,40.00,3.50,43.50,45,45,3.333333333333333333333333330,3.333333333333333333333333333,,2021-09-24 21:40:00,,,,https://www.ebay.com/itm/154625237912?hash=item240061e398:g:mRAAAOSwwuZhTot-
N1-L,2000 Lugia Neo Genesis 9/111 Holo Rare Pokemon Card - French,Lugia,,82.00,4.50,86.50,360.22,144.0880000000000079984907586,75.98689689634112486813613903,39.96724224085281550282784236,,2021-09-24 21:19:00,,,,https://www.ebay.com/itm/234203231850?hash=item368799b66a:g:wJoAAOSw2VlhToY4
GC-H,Giovanni's Gyarados 5/132 Rare Holo Unlimited Pokémon TCG Gym Challenge Card,Giovanni's Gyarados,,36.00,4.50,40.50,56.36,22.54400000000000125144339336,28.14052519517388218594748048,-79.64868701206528456262586555,,2021-09-24 20:59:00,,,,https://www.ebay.com/itm/234203203542?hash=item36879947d6:g:nSYAAOSwnMBhToFV
GH-R,Brock's Onix - 21/132 Gym Heroes Pokemon - Rare ,Brock's Onix,,6.00,,6.00,7.01,2.804000000000000155653268052,14.40798858773181169757489301,-113.9800285306704588777850433,,2021-09-24 19:56:00,,,,https://www.ebay.com/itm/194389163719?hash=item2d427f3ec7:g:KzcAAOSwQVhhTnNs
B2-R,Pokemon Base Set 2 Dragonair Non-Holo 22/130 Near Mint Grading candidate ,Dragonair,NM,4.99,1.00,5.99,6.3,5.040000000000000279776202206,4.920634920634920634920634920,-18.84920634920634260889293897,,2021-09-24 17:55:00,,,,https://www.ebay.com/itm/284464380194?hash=item423b65f922:g:fA4AAOSwa8pg838s
N1-L,Pokemon Neo Genesis 1st Edition - Lugia - Empty Booster Pack Wrapper no cards,Lugia,,24.00,,24.00,360.22,144.0880000000000079984907586,93.33740491921603464549442008,83.34351229804008753835685800,,2021-09-24 13:55:00,,,,https://www.ebay.com/itm/165090546107?hash=item267029d1bb:g:JiAAAOSwDhxhTh6J
GC-H,Misty's Gyarados Holo Rare Gym Challenge Garados Léviator Pokemon TCG,Giovanni's Gyarados,,29.00,25.00,54.00,56.36,22.54400000000000125144339336,4.187366926898509581263307310,-139.5315826827537127501678207,,2021-09-24 01:14:00,,,,https://www.ebay.com/itm/384410729126?hash=item5980aa3aa6:g:4zUAAOSwwINhTWy1
B2-R,Pokemon - Venomoth 31/130 - Base Set 2 - Non Holo Rare - NM/LP,Venomoth,LP,2.99,,2.99,3.31,2.316999999999999853006471540,9.667673716012084592145015110,-29.04618040569703019808087705,,2021-09-23 21:43:00,,,,https://www.ebay.com/itm/185068490901?hash=item2b16f11095:g:bgUAAOSwPGVhTTsZ
GC-H,"2000 POKEMON GYM CHALLENGE: KOGA'S DITTO HOLO 10/132,  NOT PERFECT",Koga's Ditto,,20.99,,20.99,28.34,11.33600000000000062927441036,25.93507410021171489061397318,-85.16231474947070249489181062,,2021-09-23 20:18:00,,,,https://www.ebay.com/itm/393592624299?hash=item5ba3f2d4ab:g:Y0wAAOSwO4ZhTScZ
N4-H,"2002 POKEMON NEO DESTINY: DARK DONPHAN HOLO 3/105, NOT PERFECT",Dark Donphan,,21.99,,21.99,41.99,16.79600000000000093236529608,47.63038818766372945939509407,-30.92402953084066908376866173,,2021-09-23 19:49:00,,,,https://www.ebay.com/itm/393592591812?hash=item5ba3f255c4:g:zeAAAOSwrAZhTSBz
GC-H,Pokémon Rocket's Zapdos - Holo Rare - Unlimited Gym Challenge WOTC 15/132 Crease,Rocket's Zapdos,,39.99,4.25,44.24,66.33,26.53200000000000147282186447,33.30318106437509422584049450,-66.74204733906225517935575729,,2021-09-23 14:20:00,,,,https://www.ebay.com/itm/144215381487?hash=item2193e815ef:g:-YQAAOSwa4VhSpxY
GC-H,Rockets Zapdos 15/132 Gym Challenge Holo Rare Pokémon Card Heavily Played,Rocket's Zapdos,HP,35.00,,35.00,66.33,33.165,47.23352932308156188753203679,-5.532941353836876224935926428,,2021-09-23 12:26:00,,,,https://www.ebay.com/itm/373731995517?hash=item570429af7d:g:aaUAAOSwxx5gafIj
B2-R,Dragonair 22/130 Rare Pokemon TCG Card Base Set 2 LP-MP,Dragonair,MP,3.99,,3.99,6.3,3.779999999999999860111898897,36.66666666666666666666666667,-5.555555555555559461895827391,,2021-09-23 11:46:00,,,,https://www.ebay.com/itm/224620548674?hash=item344c6d9242:g:LmYAAOSwPEthTK8k
GH-T,"Lt. Surge 17/132 | Pokemon Gym Heroes | Holo Rare (Pokémon Card, 2000) HP",Lt. Surge,HP,9.00,5.00,14.00,21.05,10.525,33.49168646080760095011876485,-33.01662707838479809976247031,,2021-09-23 11:40:00,,,,https://www.ebay.com/itm/174950601271?hash=item28bbde5237:g:60YAAOSwbJ9hTK8C
GC-H,NM Erika's Venusaur 4/132 Gym Challenge Holo Rare,Erika's Venusaur,NM,60.00,8.35,68.35,100.4,80.32000000000000445865566689,31.92231075697211155378486056,14.90288844621514416606970450,,2021-09-22 18:30:00,,,,https://www.ebay.com/itm/384407908002?hash=item59807f2ea2:g:CbgAAOSw9nphQVda
N1-R,Focus Band Neo Genesis Pokemon WotC Near Mint NM Card,Focus Band,NM,9.99,,9.99,10.54,8.432000000000000468070027182,5.218216318785578747628083490,-18.47722960151801998865748576,,2021-09-22 16:50:00,,,,https://www.ebay.com/itm/174949636753?hash=item28bbcf9a91:g:yEUAAOSwhT5hS6PI
N4-H,Light Arcanine-Neo Destiny 12/105 - HOLO-ita,Light Arcanine,,58.22,17.47,75.69,160.94,64.37600000000000357358587166,52.97005095066484404125761153,-17.57487262333788337013943599,,2021-09-22 16:13:00,,,,https://www.ebay.com/itm/403182824833?hash=item5ddf91ad81:g:HFwAAOSwyLhhS5rM
GC-H,💥 Erika's Venusaur 4/132 HOLO UNLIMITED 2000 POKEMON Gym Challenge LP-MP!!,Erika's Venusaur,MP,69.95,5.00,74.95,100.4,60.23999999999999777067216655,25.34860557768924302788844622,-24.41899070385126622461352898,,2021-09-22 15:12:00,,,,https://www.ebay.com/itm/194383752949?hash=item2d422caef5:g:x4QAAOSwv01hS44G
N3-H,Ampharos 1/64 Holo - Neo Revelation RARE Pokemon Card HP,Ampharos,HP,21.00,4.45,25.45,35.3,17.65,27.90368271954674220963172805,-44.19263456090651558073654391,,2021-09-22 09:39:00,,,,https://www.ebay.com/itm/165086680206?hash=item266feed48e:g:1jEAAOSwhb1hSz~4
N4-H,2002 Pokemon DARK GENGAR Neo Destiny Holo 6/105 LP,Dark Gengar,LP,95.00,4.45,99.45,161.75,113.2249999999999928168570307,38.51622874806800618238021638,12.16604106866857468824124916,,2021-09-22 09:35:00,,,,https://www.ebay.com/itm/165086673941?hash=item266feebc15:g:gGkAAOSw4s1hSz7j
N4-H,Dark Ampharos Neo Destiny Holo 1/105 NM Vintage Pokemon Holo LP,Dark Ampharos,LP,39.00,4.45,43.45,68.86,48.20199999999999694200170097,36.90095846645367412140575080,9.858512094933814454742195641,,2021-09-22 08:56:00,,,,https://www.ebay.com/itm/165086631958?hash=item266fee1816:g:mIAAAOSweWlhSzXQ
N4-H,DARK ESPEON HOLO POKEMON 4/105 NEO DESTINY MP,Dark Espeon,MP,76.00,4.45,80.45,182.56,109.5359999999999959463536925,55.93229623137598597721297108,26.55382705229330724396720923,,2021-09-22 08:54:00,,,,https://www.ebay.com/itm/165086616964?hash=item266feddd84:g:J1IAAOSwIDthSzVo
N4-H,Dark Donphan Neo Destiny 3/105 Pokemon TCG HP,Dark Donphan,HP,14.50,4.45,18.95,41.99,20.995,54.87020719218861633722314837,9.740414384377232674446296737,,2021-09-22 08:49:00,,,,https://www.ebay.com/itm/165086612115?hash=item266fedca93:g:1gwAAOSwEYhhSzQ-
N4-H,Pokémon Dark Donphan Holo Rare Neo Destiny 3/105,Dark Donphan,,39.99,,39.99,41.99,16.79600000000000093236529608,4.763038818766372945939509410,-138.0924029530840544183678391,,2021-09-21 21:50:00,,,,https://www.ebay.com/itm/144212841120?hash=item2193c152a0:g:27oAAOSwRzxhSpm4
N3-R,Pokémon - Raichu Rare Non-Holo 21/64 - Neo Revelation Set - LP,Raichu,LP,2.42,3.24,5.66,6.16,4.311999999999999726441046732,8.116883116883116883116883120,-31.26159554730984135152705988,,2021-09-21 18:51:00,,,,https://www.ebay.com/itm/154620788572?hash=item24001dff5c:g:iaMAAOSwvVxhSm-a
GC-T,"Blaine 17 1st Edition Pokemon Card | Gym Challenge | Holo, Foil | HP-DMG",Blaine,DMG,18.00,4.49,22.49,31.95,12.78000000000000070943251274,29.60876369327073552425665102,-75.97809076682315142061196245,,2021-09-21 17:38:00,,,,https://www.ebay.com/itm/384406586156?hash=item59806b032c:g:B68AAOSwk5phSlxq
B2-R,Dragonair 22/130 Rare Pokemon TCG Card Base Set 2 LP-MP,Dragonair,MP,3.25,1.79,5.04,6.3,3.779999999999999860111898897,20.0,-33.33333333333333826765788723,,2021-09-21 15:25:00,,,,https://www.ebay.com/itm/174948368332?hash=item28bbbc3fcc:g:DHsAAOSwtpZhSj9g
GC-H,Misty's Gyarados (13/132) [Gym Challenge] Holo Rare Pokemon TCG,Giovanni's Gyarados,,37.69,,37.69,56.36,22.54400000000000125144339336,33.12633073101490418736692690,-67.18417317246273025099676229,,2021-09-21 14:29:00,,,,https://www.ebay.com/itm/265323971144?hash=item3dc68a8248:g:5w8AAOSwTnxhRln3
N4-H,Pokemon Card - Neo Destiny 11/105 - DARK TYRANITAR (holo-foil) *Played*,Dark Tyranitar,,80.89,,80.89,138.75,55.50000000000000308086889333,41.70090090090090090090090090,-45.74774774774773965712248092,,2021-09-21 13:42:00,,,,https://www.ebay.com/itm/144212333866?hash=item2193b9952a:g:nc4AAOSwfxVhSieQ
GC-H,Pokemon Card - Gym Challenge 4/132 - ERIKA'S VENUSAUR (holo-foil) *Played*,Erika's Venusaur,,60.89,,60.89,100.4,40.16000000000000222932783345,39.35258964143426294820717131,-51.61852589641433421296315121,,2021-09-21 13:42:00,,,,https://www.ebay.com/itm/384406240376?hash=item598065bc78:g:PUcAAOSwLiphSieS
GH-T,Trainer Erika 16/132 LP/NM Near Mint Gym Heroes 2000 Holofoil Rare Holo Pokemon,Erika,LP,30.00,,30.00,30.24,21.16799999999999865707422941,0.7936507936507936507936507900,-41.72335600907030377569666851,,2021-09-21 01:30:00,,,,https://www.ebay.com/itm/224617584214?hash=item344c405656:g:H~cAAOSwIOlhSXGi
GH-T,Trainer Lt. Surge 17/132 LP Played Gym Heroes 2000 Holofoil Rare Holo Pokemon,Lt. Surge,LP,20.00,,20.00,21.05,14.73499999999999906519221327,4.988123515439429928741092640,-35.73125212080082299848193995,,2021-09-21 01:30:00,,,,https://www.ebay.com/itm/224617584235?hash=item344c40566b:g:eLMAAOSw6ZFhSXHL
GH-T,Trainer Misty 18/132 LP Played Gym Heroes 2000 Holofoil Rare Holo Pokemon Card,Misty,LP,27.00,,27.00,27.7,19.38999999999999876987288872,2.527075812274368231046931410,-39.24703455389376850394803353,,2021-09-21 01:30:00,,,,https://www.ebay.com/itm/224617584243?hash=item344c405673:g:4GwAAOSwuahhSXIy
N3-H,Pokemon Neo Revelation Houndoom Rare Holo Holographic Heavily Played HP ,Houndoom,HP,39.99,,39.99,76.45,38.225,47.69130150425114453891432309,-4.617396991497710922171353826,,2021-09-20 18:56:00,,,,https://www.ebay.com/itm/274954922091?hash=item400497286b:g:L60AAOSwLNhhSR-Q
N3-H,Pokemon Neo Revelation Blissey Rare Holo Holographic Moderately Played MP,Blissey,MP,21.99,,21.99,28.43,17.05799999999999936872718820,22.65212803376714737952866690,-28.91311994372142580486268641,,2021-09-20 18:23:00,,,,https://www.ebay.com/itm/284459561325?hash=item423b1c716d:g:qRYAAOSwy0thSRf-
N1-H,Azumarill 2/111 Neo Genesis MP -Pokemon,Azumarill,MP,7.99,,7.99,13.49,8.093999999999999700461827956,40.77094143810229799851742031,1.284902396837159677669892612,,2021-09-20 17:05:00,,,,https://www.ebay.com/itm/363550036431?hash=item54a54551cf:g:Pb0AAOSw8PRhSQWT
N1-L,Pokemon - 1 x Lugia Neo Genesis Rare Holo Good No. 249 jap,Lugia,,48.91,12.81,61.72,360.22,144.0880000000000079984907586,82.86602631725056909666315030,57.16506579312642511947438648,,2021-09-20 15:56:00,,,,https://www.ebay.com/itm/194378834507?hash=item2d41e1a24b:g:aGoAAOSwhb9hSPVt
N4-H,Pokemon Card Gengar Holo 6/105 Neo Destiny,Dark Gengar,,93.04,11.64,104.68,161.75,64.70000000000000359157148466,35.28284389489953632148377125,-61.79289026275115021498097236,,2021-09-20 06:27:00,,,,https://www.ebay.com/itm/224616639517?hash=item344c31ec1d:g:m6kAAOSw8nlhSG-x
GH-R,Pokemon Card Lt. Surge's Electabuzz No. 125 Gym Heroes Holo Rare LP - Played,Lt. Surge's Electabuzz,LP,5.99,,5.99,6.47,4.528999999999999712674281227,7.418856259659969088098918080,-32.25877677191433826481521308,,2021-09-19 20:31:00,,,,https://www.ebay.com/itm/234195799766?hash=item3687284ed6:g:BhEAAOSwphthR-SF
GC-H,Pokemon Card Erika's Venusaur 4/132 Gym Challenge Holo Rare LP - Played,Erika's Venusaur,LP,44.99,,44.99,100.4,70.27999999999999554134433311,55.18924302788844621513944223,35.98463289698349053183723247,,2021-09-19 20:31:00,,,,https://www.ebay.com/itm/234195799854?hash=item3687284f2e:g:WuEAAOSw77BhR-SG
N4-H,Dark Donphan 3/105 Holo - Neo Destiny Set RARE Pokemon Foil Card,Dark Donphan,,39.95,,39.95,41.99,16.79600000000000093236529608,4.858299595141700404858299600,-137.8542510121457357842909521,,2021-09-19 20:19:00,,,,https://www.ebay.com/itm/384403508443?hash=item59803c0cdb:g:jcsAAOSw3ANhR-F5
B2-R,Damaged Venomoth 31/130 Base Set 2 Non-holo Pokemon Tcg Vintage,Venomoth,DMG,1.99,0.99,2.98,3.31,1.324000000000000073496764230,9.969788519637462235649546830,-125.0755287009063319166744208,,2021-09-19 18:08:00,,,,https://www.ebay.com/itm/353683218511?hash=item525929a04f:g:EDwAAOSw8olhR8Kx
GC-H,Misty's Golduck (12/132) Gym Challenge Holo Pokemon Card beautiful card!,Misty's Golduck,,20.00,7.00,27.00,29.89,11.95600000000000066369132412,9.668785547005687520910003350,-125.8280361324857686617507256,,2021-09-19 12:57:00,,,,https://www.ebay.com/itm/194376358037?hash=item2d41bbd895:g:s3QAAOSwTN9hR3nY
GH-R,Lt. Surge’s Electabuzz 27/132 Gym Heroes Rare Pokemon ,Lt. Surge's Electabuzz,,2.75,1.00,3.75,6.47,2.588000000000000143662859386,42.04018547140649149922720247,-44.89953632148376320839191976,,2021-09-19 10:40:00,,,,https://www.ebay.com/itm/373727121855?hash=item5703df51bf:g:Q7gAAOSwnLNhR1nP
N4-H,Pokemon Dark Crobat 2/105 Neo Destiny Rare Holo - Heavy Play/HP,Dark Crobat,HP,31.72,12.40,44.12,44.75,22.375,1.407821229050279329608938550,-97.18435754189944134078212291,,2021-09-19 08:09:00,,,,https://www.ebay.com/itm/274953132517?hash=item40047bd9e5:g:beEAAOSwmT5hRzX7
N3-H,Ampharos German 1/64 Holo - Neo Revelation RARE Pokemon Card HP,Ampharos,HP,18.00,4.50,22.50,35.3,17.65,36.26062322946175637393767705,-27.47875354107648725212464589,,2021-09-19 05:33:00,,,,https://www.ebay.com/itm/224615389703?hash=item344c1eda07:g:cksAAOSwMOdhRxGB
N4-H,Dark Scizor 2002 Pokemon Neo Destiny Unlimited HOLO 9/105,Dark Scizor,,89.95,,89.95,90.65,36.26000000000000201283434365,0.7722007722007722007722007700,-148.0694980694980557274460748,,2021-09-18 22:34:00,,,,https://www.ebay.com/itm/384402328310?hash=item59802a0af6:g:-bgAAOSwegxhRq-Z
GH-R,Brock's Onix 21/132 Gym Heroes Set Rare Pokemon Game Card WOTC  ,Brock's Onix,,4.99,,4.99,7.01,2.804000000000000155653268052,28.81597717546362339514978602,-77.96005706134093163335789432,,2021-09-18 22:32:00,,,,https://www.ebay.com/itm/284457356464?hash=item423afaccb0:g:ZbQAAOSwrfhhRq89
GC-H,Pokemon Erika's Venusaur #4 Gym Challenge Holo Unlimited SGC 7.5 Card,Erika's Venusaur,,84.98,5.25,90.23,100.4,40.16000000000000222932783345,10.12948207171314741035856574,-124.6762948207171190020638058,,2021-09-18 22:12:00,,,,https://www.ebay.com/itm/114998738057?hash=item1ac6757c89:g:mDYAAOSw6n9hRqow
